fixed_wsi,float_wsi
67ba04bb59274ee89a2b2fe77c0b56c5,bad4e70d949d4c4788c7c6fe12ce71a4
5de055d1bd1e48c49e122d8cb8516b3b,8b353e6c4a0b43d5b68b48f612c99571
bd0673cc545941539f6bd0d237ecf7e4,c5752a1e97bf444e814e5d21008c8ce4
45897e4ccb884e3687c859f97b843fbb,8e5f1e37e9f043a3872328f883cc9aa3
89c9dae941b34a0bb743f0d48d1e0238,c9e361256d4a40d08ecb43d367d2a4f6
dd0b146b8d894282ad075f6d2c2ac735,59d94e42b35c4b439703c7dfa18a0791
aebfe41ae8ce4d2595efb3debb8b4273,9eacb7eaafaf477a882d68987921a553
490ae2ce39e64a29a1d58aa1f865d25f,1bcccdc789364afdade24a75ffa4cb0e
34957f1cbe814b51a98d8423631e52fc,8cb7ea911e4f48a7a6327a9a0d3c425b
9d0067a30819421ba187180ed3d80c17,f2fef4d313d043dd8e4d39faceeb04b3
c5fab3270e7b4763b6c1a33bf4a467ba,76c49869d4a2499b84daf05455f2179b
4bab2af2e6f24871bdda065963d2bf19,10bec1cef34946ea9837b4b146d235b5
c813f30fb1ea416ca56d3b1b34d37790,3934eb53c5554ceba63feba71cda521b
7e2e7a21d879480b8e5d358c45d363a1,5df191602d554233840addcd7c070646
414bfd4b44aa46599df0a755422fad29,fe95facdac1b425b8c8136353ac88628
2a93a7a29ab84313ab862e8a3aa2724d,cd2b14151ad042d4a365ccadc55c17c0
3fcfdb37c61d4caeadb92db13c068d57,976f6907414243309b4cf31e856296ca
13b39f3f5eb7415e87365e745ec3917d,55d4316adc9f4fc6bac3d68d360f2c16
760ad7b41ec74775ace76d7b0c1c067b,bd1cfe28d0ab4f96ae500bf65f289eb5
a0e53609686a4ae9a824d9525641dc56,0214107f3e6440caa558d39d86ab4de5
9b6d312e38d94ac7bb7fa7d065263f6d,3313bf73cb34443a9be6458ed6e99326
881969e78a8b45f89e909623667d3d43,3beddec1452f441e896e318ffff9d126
67396f746f304e5c93fbbb9063d56cd3,b07260cb58974067bf975b2291b02c8e
58a7c40a3dfb47d6926b5b00f1469f6b,46b3fcd5f6444cec8d2df3a5c0d743fa
de62d1ae878d467395f0937911100190,9432bc3ebca4446fa72b2f74192c825a
11cc8f9e462a4bd7955e9727821d18fa,56377f23228d44b39302d02f80b17228
401d74598d6147a3a27f9bac5a9d5554,b2b177c5941844cab6ddec9fe1768b6c
37d24ccd650846ea8deb4f4efe6bf271,e76da6551f234d539f6d4471af6c3524
bdfb3780955948c1ae7b460a7055acc2,f4ef0f6b54df440b8f78efdf2383b055
54d9f577b60e4017bd0f304a37ef3c0b,bc27e1760c6840e4a7c792084e63b627
68bf022a548a413f8e6abc6f954fe4ec,ee76974b0f3f4c0698f6791835860793
6364b26a920041859bf85b916ab0a88e,755c7375d23e4671bf010db9942de6b1
76d78366593e404187d9caa3148cd8bf,a3a34432d6eb401392cb13b471b22c25
09b21693edce438d9e398ce1153cface,6735d715f9834dd0b9aae7042babf82a
60c19e4e8b4b47ef9e68983dd45480ec,cad23a612094435e90662d2ca2addff6
dd9b478b20504920ad1bbdbd1c081056,e409b537a8ce4cd9ae5982d1097d8038
34671d2866b44b61b99b192873f41b36,e5321078f2eb4d4690e0ccf171fd2aaf
25c9195253034af3a2636259a897e670,51b48c0067fc4680a75a00f294b1fd22
287e5e714a5c4fce8eea748f1d2f2832,ad073a1a8c2c4d4fa02b507a6dd2e37f
a27a93c6d303412f881e17c01a007817,955684eda3a5471fbedf67107907061e
de46d41fd48749de85e12c7e327ec6d9,84885ab3d67841fa99bb582d2a2e691c
0fd2127a83e0465aaac50426ea6bcfc8,9e29a87c76014b53b9c2353a783d83ad
a213de4c180a4b4598c255c57f772ca4,b250da4dd2a04608b554cc971f497b2d
26f60d33ef2842f29e4444f3f7571133,1910960643164a028ea1d7709450754a
076c78ddc5b141549f9859a0b2b7f54f,875fb2d177c2403084d17759ff2f851d
ab69ea55137847c9a24ade0558c66040,a4bf91a4b01641a7a1f749162b3933f1
12b878739ba44821a9b71645ff76ac61,8718f92f1105480db720a5db3af3e29e
15b9ebf0a8044ed6ae7413f878089229,14f858543c0044f5b242a943561a3f49
e522b2caf46443438841b0e6c84a5499,ce8870f961b94753b083a1cb066e49a1
0284df67029048f2b7954c43ce6f11ee,a37cf000754c488489fe66b257552280
a2d80b937aaf4cb685e9c3158b7a2177,76abe991d66243d79837a91c2ec6cfe4
4bb9930c73ea4426bfe59c6905068644,36072ea450164849a527c1c4db718435
e4a5995f3f304dd695a27c912e45351c,23dc788ccdae4b2ca2cbac1aea280429
5634968510f249228d99354d63e14ac4,139256c6594c4fcebfb87c97ee3d3a9c
765e49ba8e7c49bd8add4f813447a055,c00425a46792490f9835955b028297c3
71d80bf503c148f7adcddee9a87f0628,8bbbb49dddab43638bc76eca06056b23
d03dc7483a56420e85a35abbacd5667f,e895013416af4c318e485975b279d5de
20cd4e97829e4260b45d89fc3e75065c,202a4259c9c94bc99fbce2c53ffc708e
8e862defab714a8b8281821731b428b0,1c950ccc27e54ed0b17cede96efdfd78
7f9170494968404eb26dc6a77bb80458,8a8cab61242e42deab6efb2fadd6a705
23cbb907d7d748a5b836a33a3749bfb4,6409f9321fca42a2b650f00246ac16ba
db93f82dc28a4db788d656d5001cf8be,a29534396ac74b43a7aebefdfec00d62
9ea241abe9874b4cab5b53bc91d1cbdc,9b59b42fe5534ea78dd66a37c2fd0708
9bfa57040082404cb365410a6106cbee,8fd795b8366a4640b57782e721f60101
22417023f26f4a47bbd7be4eda6cf291,a589ab51e94b49c9aca105bc619d6835
87eff6bcdaa94c9f9904f98ac394042b,91160cabb49f425980cab85f5e8aaa94
c730e6404ff14442ace4a5eb329fc7ea,1535589e0385445faa21f16c5f0c31fd
dd8b9e7f9f2c4bf796a2462fa2975f5b,ba92b6456641402a9b231793ade167ec
cbd8d0876730480b8cb4f5f4a352c4a0,cd397690e14a41c984cd3bfca0267a40
0bb0bef3e25a47fd84c8ced224f76406,d33dfbd84ca7403a9c998239a4e61558
8eb1e764b392403d9c427a12803c0149,b33c48d532a64aac939a6e9739e96f09
50170ec1db564e7ba4316a62af1bae4a,a209167196dc40538d176e71c2c13acc
fb4fafa623944e2395843cbfffd1f8e9,a71ade8873e74ac68b3f6fbd28d154a6
222075592b18457da63fd03caf708a36,ee87874a88164e87bc05f7d3462423f9
c88e79de4c3c49cba2374306abfa6b0a,81a352ea1e844862800f552f0c785f9b
93eb59e5ec6046e6995d3c68c795970e,0ea7884e6ab540bbb25c12aaa60dd918
fb93a5d2d1204c47b770b804d6f8cb20,4b5c85de9dcc4236974c1ed25d89db76
3b93158e3ef1499f875bc2a5545ba283,601de41028b84d05ab37874608a05668
41077b03b94b43bf850e2691b50e0a15,528db235c51442cc8e32e17cebe6bd89
3fd4462d99af440980c3b0d1980a1696,38e77e338280425da9b3b7e6de3c80fb
f8adaf06358c4bc1ae86dfd4154baea2,cc62bf011bbb44edb06f7e289f990564
bc64a1dd62704854b40b2698e858dd6f,ab88f22618fb426fbe554eecdda7a110
212c734433ef4c1ba6f77ed04df09e0f,d73f116825174d059c3573633766842b
debb6ebecedc416a8b208a8750aeb8fe,7b742b63d4ff4c4e9eb503c83501b772
382b2470058848e4ab500b4a9e5b4810,c907b4feea724de6a686463865696ec7
3ca0503849004392b28cb216fc4496bc,45d0780abad84d7d88b19c21edaf594d
aa5ab4ae902441089635c7d0850cf6bb,afd93cce831f4a63bbe9b527c212a81b
70acfecad85b4bac8c0c8eb3ccf1928d,c5ab991e73234d359b6785985f393f7f
25d2299aa0284b2183a20f043e8dfa4a,28ff86f4db284ebc9f608fb24db756a2
fdbfe60eaf774f7c91655b6a19fd86d6,b44f2b65972540b894bde807d89a6da0
4070bb613be64109a41dda1769df9179,55a8a0c8a311428db8a3247d38144d53
2da35fb40c6c4c9da59a7094f660ca66,d077db03e2414ee7bdff2ad001505f99
f491f3cf38fb488c976c1d582f8f499e,a2b5caa283434f06a8bb2b4f237ed602
b0fa1643ee534f999e461f5882e5f380,92f0171971194baaa2cf547a8e35e2b2
c16ca78b25bf4d0b8f3c4d3279af6f33,db04da47e1fa4b6aa1a9a28a8eca9b01
81447f3c77674007bd230498aafa1c8c,ff95afaeb96f40f98f53255422c9df62
c07781fb07fb4f6bbd5a61a9d7d07dec,9b0775fd92d54edf83cd3a497a1d5ad5
66d548742ee0456aa0e59a5bf6480201,f0c773e2fcc64279a24aeacf79c5f8fe
2c8f59ea0f584a9ea01eba9b47846579,e9a4d44d33514ebead7d2ba2b10a1334
615224cca2c342049943953a532e77d2,5a0586ef2bc9453dabd8830b6543d82c
c3a56f7aed934b41997a662477e6c9ed,38ea8372dd654285a19c60bd2c30dcae
1a8bed8a8e4f4cd0a909cfcfb076a3cd,9f8157782cbb4bddb15db10c4e92b72f
609679ce8be24d1ab225e36de4613946,2e588d6b6d6240849a91d2084fce075e
9bc30cf8cf6c4b5483c00000f5537378,53744827a53743188ffe0aeb004fc34e
86b7001b262448449313c0a90e83658f,fc90217025b043e6b9137f82db9ad292
8f2055e791ed48659103c0768a8679be,282ff3bb7d2f4783add39d675bb503e2
4f20016ce9d942dea139ed51427962b5,483aad4ecd1c4dd38b4b749ff53a11d3
a2c62d15efc343c0941f1673519e3acd,1802f00fa4124d0786d0529e8139b984
8752ea09e3664dfca3681410522db5fb,f588941f008b4282a7066a5eec145666
c7b359180e8e4113b2f716923f6117e7,1542bc49b32b4325aab5129b51aa597c
68336104f41a4d6fa511db90393300c9,b34535f205314dee800d21be8f64ed0e
598ea11709a64e2d97000a6584a44d56,bcabfa768bb14c3ba9d11534b27d63e1
6d53d4f43f294e85a760a3c0a0b1f0c7,5b8e48039cb74833870e16152fb6ccea
d711ad004657434385a5f5ff9d5fd0fe,bf74157f67624bdfb85b7da67271a64a
b966b7d421994c9691ffee0cfa62c447,f949832ee7d5484ebe5c71ee703820ba
56dc0c58aaf746bc825cc210727e5a1e,061ba88113e64914aac0c39fe033f59a
196f5e1e2d384b538a695f910c0abe1a,99dc72749e4d43eea2f842423f8180cf
0c62e72e11cb42988dbc280d087df59c,25c8a25a2f3642ab9266f4b3b891e067
ae00a0ce54c04abf9d413059b64b4c7c,a91428da5ebd4e8c87140ed51b9d962c
d59d0f21b68d481da68ef20d77372bb1,d656755421aa4e8eb236247f2c943d9d
5104fd51d0f44706b44fe5f8977b170a,00962bb8d4854eb9b297ba07ed0df813
4e7f1ec1a3de4a6d9fa8c09aae251f70,eb9d05b8051745b8af50d9664c3bb919
90ea71b61c174f2689b82988e2a1c842,5cb5f2976f3b43a4ac073ada4304dbfe
e1af928540e642d883ae79e430f7346f,83f8ba2c253f4bdbb7c47d00bb609179
7575f7620afa47178bdf768e06c7d01a,4b50b728c0fb428ba5188b4b5b2c9e51
b3182232bbe441d7b2dacf233f0be196,035c5f8b7a3843639cdee1a3e935c01a
e96d118b9af543a8a75dd3c854e9ee93,5be4b5e521154aa8b4f52ac396efc841
bee88e7715f74064bc5e2cee9a9bb7ce,aa7b3bb3e77a45e6b04c42094d25bd4b
b50cd3a8d29048d8b1e7e2caa3f43ea9,33f41f44e16042519884c264597ef7f4
39aef51eaaea453e8dd78e6ae59dbdf4,fd92ae876c0e4f78aaa5042301114988
8986b1e6309146e79e0c5c40df7552b2,37a7c0bfad2741a59a2addbbfa41445d
04435a26deef4fadaaf79d2f0d03b87c,c402109a30124a798006ede7d4faabcd
8ed0a490d46a40538aa4ddcd5c8375b6,0ba7bfa5eaeb46efbe858f59f8d35a61
d7071818c70c46abb50b0d8dfb79d8d7,b846e57d4bcc4966af894dff1a1899ff
00258db643f34194bdce292045592082,65f4661cd6eb492bab32b3c650e9ffea
9c8327a4a7bb4c9293f0ec0e52a370d7,9e4d283d4cd440f588d5b9c9c9382188
e47e7b37a95b4249928c3982b706ec86,616244bdb9c447a9a778d34d5d0be035
948ff2ed113d4c5cb49764fcf915e082,ced45de37b1343f7b586257f81257a21
0afe6b9fe2d2468e9c5754024757c92f,548adbd5c6d64a9abaab2ac384daecdf
05fb9394e18e4510ac3a4b6ad6852df2,e557930ffa5b4fd6b2f0ce0222a95142
a6446b96e9b948ff9f1fbcedef9dac52,5e33bff9c053424abde19c759e96ed1c
c7c6e831fc80458abf9fd4c61e980b43,bb26458b2bf24028956acf321f667af3
2aa05ee59e15425c8c1c64f63790dc0f,4960820dc6e24307a4f4b29f4cdc0405
9408b75288f84620857f62d7966eaccb,474c044443a94a47865cc00f5f24b91d
7f016f1c5fab4d1ca923120bf251e30c,969206588e1e410d93aca8e1b08b0d0c
32e73f8b587d4b3bbada59ecf9ebdaa1,f719d307f2154488a239677b4139841c
2f5b3e6695dc4561bb5ca1dc4e411848,959ede4e425e4396951a99d73bf5b4c2
8bf9897f79f54572b0f33cfbcf7d85ed,bda016272cb0418cb19d702fea375ab7
43f4b4e380664714973cd19477f546d8,58a854668fc84ad7bb4f7ea90329ed77
8031b7a235d74dbc9a2be6a204ef993a,83647822f2ea4118a731b87e2ac6ee42
a8db5abd00d94c5981ea6e2de9c645b5,18b076ae65184539bcd770bc00aa8ea2
e330364d65d24dfeb170ccbb742b2624,79edf9c707ad485ea6b9d3abb2aa1b4f
4995f5a8849b45e79cb435632a82e55e,fdb897ed6ed84e0f9fa027d8713b0228
004ac64cb96348eaa962ffebe4ab9009,80418b30c1c44d578386e3af9951649a
f8f0130583ff43ddba0a000d460cdffb,f01847d9cd7f4ca29ea4e7a4044f66f3
8cf6811c3d1e424f820d286251752e64,640de66cde914fdabab74b12c1a22fc6
b521b79b78924486b42cc934502b2195,514482d9a01447008dc23fc8e9168d05
2bf06276c44d4910b4396a17b849781c,cfa9b11a903445a88dd785f10a08c42f
9abe040a33bf40938bd57686a92a822f,6ecfe9d6c06043609a652c280acae784
2e13bf80154f494499e309a882ba4e3f,78897b8a768c412ca7d15a8abe34513b
cfdfd56557444c5c8d1ac3f6c54c2afa,deee5b7258d9459a9d59cb0337b8ea56
f289625cea39493dbb1733bb952abae3,f41e976b23554d1c8ee2c93b9f468dbf
320581e92a044ce8a5ddfc0313bcac9c,2806ce0385f84ed08f3c6bc8c01a7560
2d293f1fa0304ed6abba1740c6a36b2c,91f26aa442b2411eb1f1cc2a74152d53
4566ebe2b73c405db03cb9d5685237e7,6ab8a6f84db84b2a9f5adaa8c75308e0
c6e26cb1a1274d6fba6510e9b562979e,4207828c8ff1470b9c31bd625ce71770
21049bec18d24de4bbd1f41149140140,42e42f2e371046849d1753c5bad2ec38
7638812d82ca4ab6937a14659e192bf3,d159740991b74d3e904dff850385f1c3
2463c47bbfc0454b91152ec5a62b89fc,b200bb055c1344e08f7c95f3c59dfbc0
7b3e5361dcaa49688ff68d9c358b5d88,1a2875a840b44c12ac37ed44517f2429
9b2512428b574cdca0f26092165c8e41,084640356feb4e2093730d4eb4c8facd
b9481183fedc41668ecba9d282dd2319,e7e1515a85884443b1ca99c127202f1a
9a99b391331e45b8955381b98cf69921,ea798ed689ca4857b607d41ec6898c38
fd25e6433d6a446db51a3103d488e767,26c90aed3d0341f28e932271726ce237
fb1e44e03a8f436faf9ee3d3efbf50d3,909216ff6e35426187ebd7c1b565c7c2
f6949126d1464226aaff13ef1d632d76,75a933b8cb714242ba67f36ccec36ef7
3a4943d4f55d4b0d8eb1c0c4fadcc3eb,a35d779635b34277ab41bbe448dcd05a
c1b66e4fc7e54c948012cab349f85035,729cfd7fd7104813bb544f0a774371b6
550fb8d1827545f9bd2d440be4188520,d7ffdff6f1174bd0a4c000376e9eb680
9fb3e70e1df749f0ba0cb745fee23591,c72ebc0a1334448a91ccca0e42a7f4b4
9c2c06aec37e4cc3be769256c362ab2f,4a392491a46b44b3a168b0028253cc43
40ad3c852dc14ac7a335e0f3e95dd705,ce08f0d638084c38b395054dcaae3a3c
f1e004eded26428a8e444b11c117b4aa,174196e1293941c49e9908045c73a7f4
3d14c9fe21db465eb0288917e3c780a3,5260ef169f7541a3810224c0e6251503
6390e08027ec4591a7a88f88f5dbedef,25ecb7e074e64840a49c74df2b10bc29
b5d39483986441a1a7c73ed304abe05b,d5c7199bc4094ab78928074981489182
ac909550660642bb9f3955e5f91d8356,842420073cfe4c21a875d1d2c5a10afd
1c2d01bbee8a41e28357b5ac50b0f5ab,ea472c23502640b9ba1ee11c7fa1914a
147ceccc3e7740eaa7fb3d1ac4379b51,8da4932db5d8412ea30977be85015951
8feb97786d8147379b7db8880f91b77b,ff361dbbda9843be94c19b14cca10ee1
7d866087b5424411a2f99c8a70f8676a,d733c6541d1f419d8455a6bd9a5a5055
a3a7cb8a8e164e58b529e2aea376d9d3,ab568ccac91c492d8b34a117e228591d
75a486d307034c4c962a10d3a386ef8c,692ac52566ad4357ad4d613db188c389
d676f0289f2842ceafd1fc649fe75ca3,43e5cb78608d4bcaa9b9fe1629a9fd9a
7df8e59ed2944fe2a346e8f4445b621d,b90c2094646d460b8139d7f2dd0b805f
979062851a16421cb1137b056ea41cb1,417fe063775943f2b6aa5acd7809a6dd
37427ea3a5ed472f8921bef194fb0ff5,8cc5e350c9c2447097532d3093228248
92989d5a7f90434997ede8659cbf4d7e,da38cd3f9f034388935475195a1f4a7d
cf497cc3180a42ca98cd16ffbe2ed653,f61d83555867485485df3ce5288ad250
0f7b9cb98e92423682c8427868287616,3c6ec7cf1a884ddbaac8fe6a6a2a9d84
41ad95c5ed614465abf830668bbe2c14,032b6db8d0184415adc47e8d57369be1
9ce419d059c44c58b55e480b93d707f0,3e8316fd75a445609b1bc7b8a40a3fbd
ad3fce3161b940a2985cf7cec1280c4a,68d583247af94bb9a366b7428da4aead
94a1a500ac4a499a97410ea8c583003c,736d7c76de6347dba10aab67bbd237b1
53370e621226482ca9bd8768c3da7f86,8612cbe3380649dd8db417cc6c171c44
e60da39bdfba459ca1130a1d2899f7d8,7d4049aa0fe94d809e5fa4d676d0023e
7e605f2fa2384d2c808316e60c759f6e,1df7ab8caa9841e08fcc98cc6d0e4e7c
0eefa504e22b4a24bac9161da7c6c7b4,375b7a7e02b64736902a9ee6a25bed80
101ede7f350a495993e3f441cbd7238f,44a219c141c343ceaf13408c0c8ebe9e
fa62cef316d64f768333890106d0d345,07c359a6f99e4fe081b4fa714fb0f89c
3158d28be6fd4d38b50b2637a536575b,1fb9508c2f8a4c828d74c8912b5c33d8
7470963d479b4576bc8768b389b1882e,ba8cce9d4efc4a9189218f2b9cb20444
d191687ab0334e8f836c8e7542df1f61,238858501b584c6fbca98b278f865b79
d66296090ee84bc8b89d8d2e90ac3de9,6c09dcef382a48278f584716768545e4
090404bd9373453ba970c732394a5f04,36a20a940cec4fdfa358995eaca18a6b
4e5a6beed06d4ce48be735e1f3c3abc1,2e62b9de91a04b4f850ce2f8eeabf8bb
252db0da812f4df683256a2bf9d7863c,dd95395bf4724adc86de991c236c37a0
446f6d3ed5e74d19b3255dbff5e18216,a5d7ce5f37184422b1ae68a821190c11
f14f822d471d487398a22a8f7973e327,e0c2c1f7d3744940a4d8d7403985e38a
dae677f14a0f471ba244bfa1df23bbc0,18cec112b534485aa59820ab5e1ae1d4
5ef732bc2ba54b45a45fa0cdc930380c,fae9e707690c4d28a81b4546021720b9
55803f9d9fca4b5892b333b9f096b8b5,b0523a1ec1af41189859d35ccd0f2f80
8839f87ff8614dcebd78bd831d53d8e2,930da939246e4e08aa579c414929230b
9e26fb822e674fbb89289ba6e928a121,044a686156cd4534aebf58eee02e126d
012f0ebf8fc542debdff2e0e692bee45,07057152e8a94ac893efdf6a222b00d2
98e3f1eb7c974f58a5b0680ac61de505,2423053423f74dbab2994c58adfa1dc7
f5ad8acdce3d41a6a40e429fceb4f2f3,51fbc6ac3619497facc0cc7c9177a6cc
afa4d91f5a9b49d496756d0a3037b121,8147bf0587a949b1bd0de0d68f58a925
3515766087d74ed5a85a9357d476445c,877d31dbe8b0499c97ee94b5e6caac1c
3fa687b6424f42cf9fc15bd0889b57e3,36dde883e95d4886bac0bd44e860ed3c
aa814cfeccd543019d508e638969593e,5d1bd7b271b84493bdc3068e29aeafa1
e9a3b3aad6104670add1fb843be86fd1,d65592cfe07a43ff92adfdab5e702f99
94518cb512914751bdf95b815f0fa73a,bfd9c23ff4394efaab118f8d2c7d6865
f11ac0ca31b34ed5a342548a71acb8d3,ad79b0477bb546048e352288613ce8f9
6189a3d59bd2467a9e27f7204c622de1,460d9a5765e44699983becd42cb42588
e685b2c12e1c4acabcca7d34569401a1,a97e62c829d445a99cff7129470fe597
ffb50a875016497bb69f9712203c1972,4f7786b786c64b458ea88a8004b034e0
6721abd146014f68b4b9e4b8035b06f5,ce442403b1814cabb07cf1d786f4e23e
4fc7fedf6c374c9793af89598d3536c1,5d998e4a5e4a4475b93a3b71f46d5800
41b1662a26a84796be6272c8bf2cfba9,12b0c5e01500487db3ad8d72907ca761
b4de2987f0ff4bc39727b71cda3a1aca,93b5215d9e084f649db8c164a865b757
4f51c7f314f64d44a67bcfc2447840f2,a72b7e9ad53045a7bf557431ccf9ff7e
72a6d25c74df42939b434f1963170050,cefdbd1dce384a08b45ffd1da9ce886c
f2b3a4322e814fc3bfc75e91b0593496,7eff521d31414d41ba70dadf4d20e731
11c33b6e64c541db9ff92c405c7076ee,13cd200bf4aa40998cb36cb8ac3fd32f
542b0692f74c4f6780ba3f3fbdf8454c,5c91961f7cfa4063b6d5cf61d88821c1
d83cc7d1c941438e93786fc381ab5bb5,b6d4220dfd4c470180c5e3714aa06e05
5c8e6cca75994fb9bb85586a0e2d91eb,8723c260d1334e18839297150ade97e4
86d8ca9c5ceb4222bf2c841fb2b9b226,199748acea364efcac0be79940200312
58c81aebeb7541a1b7a0acfb1471ff2f,7fc1b776b48a457eaddab5b0edf146cc
58f896c8915342409d21786e2fde28ca,d879cc96a8834aa2bd2b3031ee6c1338
9fec72c893cf4cb9bd1d299b45cf1d3b,2f245aef8a094d01af13c80c1b75959d
de21fc7bd4cc4f58b955872a7bd64cb1,4cc8e7447fb343b9bca3cc0683ff1ceb
c576cebb53a44b5a8a56408f28f8a010,2530e5fdae0d47f68f862f323b0416d3
e81f80a1deaf452e80a5af5f2f8f7fb9,2e44fbc8a86c45c1914a9e01e0151674
7e76ccecc3604a828df9cb662151f968,db8174918af946a789f7ed8d3f19f0f5
7c0bd6632c2f466caa92fcf6e684e424,26ea127a828a4120acf08bcd686c23f4
dd51cadbb6a74318bdfa1a00a02b3df4,52a3fc0cd15f4086bba579f25651b408
6b658f8499c248cebf7fe90e73b1953e,7456b667fadb4e45af218c082f68f71c
cba9f831b15b41f396521d91f1642217,20b8b6a1f9d345db89b59e71de06cd86
6d53c0a86fd044be91b53418f5884d86,9ae107a3760c4fdabbc7ba0daa7d4db1
00e45593294f4b07aea3a7d96468649a,41d69dbdf2134b9c9aa7afb684874f72
071951c4e52f45baa31100b868340b38,34fbbd7721a04310a88f2f473357fa1d
adee1c2c375b406c90f7190d6c6f2585,bf87380ec0604145a2a820969a65c214
cab56167e2a54f13be1312df977a7215,1072fc85052a4e2788ef238fdaacadc5
f5a00c9e6f0547f1b7fa384b91be661f,0636b66956ab46059665ccffea6fbaa8
a5a29405a97f4c4bbfd562f46152db74,177f2af3cd7445568d3e1a6087793108
b6349b17af01461b80ae768d552d205e,5b144ddf06a54ebf8fa46c43b0d95c02
19a7e45fef0547d8a368d3009fa30c6f,40e0dc90723947b4b1e993ebc1c70fc0
dcab35e120674501929a545d1bf76a03,3736b897c3c14d1d85b61692b6c9a668
da2e566e5ac14e268c8fbeea182c9690,cafb319d7ff141288076c035f13c205d
259fe054d7c44f0ea2529c4b7a92b365,a807e8519cb443489301c669d9f29eed
6a30fd38fe3e4efbb6becd77fb3e03d9,7cfe4da7b5d342308b5e7f670c377e1a
06ff1caffb3643839d6ca25a037f5ddc,022d120797c2479fbe48c6ca26172120
779a6f1ac99c4bee9a37c2464e554aae,20a8992ca9cf42328b0e32f042d45ca6
c477c949f26a40eca92657b1bcf5dcca,a11a0d7376764507820fd8fd81100a7a
ab3e082549c04fb59465c3d89ea7c2c1,a2d7e3b786094ce1936007f8fc390efa
ec8f620dd079494b976c27f5a98ae92b,44c2dfe93a5148aea192f9907ca806f7
87c367c5aa8c4e19a17cf288419e66b2,8bf0d67bdeb5477f8fa0c81adbbf3159
b86141e0dbab444899af02eb50f49c15,f7c545ba78a643b7a173d3f0733c8a2b
52ecf2dfe6604f37ac62cd16f94c417a,efc5dd41af4d4ae29e5923320dfd3681
962aa5c9b66b43259a11ee65fbaae790,3a3f5bad267b4bb6a2b1e74d354f515f
